plateifu,cd_re,cd_im,g2_re,g2_im,j3o_re,j3o_im,sl2_re,sl2_im
12090-12702,-1.01898414e-1,-5.64352099e-2,-2.37971700e-1,-1.74928842e-1,-1.41043272e-1,-1.52194249e-1,-1.98753114e-2,-1.36333197e-2
12090-12703,-5.35426999e-1,-2.63561854e-1,-1.33916000e0,-8.99054188e-1,-8.79761936e-1,-9.10444675e-1,-1.07642648e-1,-5.56350702e-2
12090-12704,-1.38858393e-1,-2.58178254e-2,-3.81288895e-1,-9.17481933e-2,-3.01915621e-1,-9.91315008e-2,-2.70670413e-2,-5.07366337e-3
12090-12705,-3.44336286e-1,-1.05630584e-1,-9.24100224e-1,-3.72654017e-1,-7.00890762e-1,-3.98101383e-1,-6.77834836e-2,-2.10411478e-2
12090-1901,-4.03063223e-2,2.68945514e-2,-1.27955718e-1,9.43539485e-2,-1.26707302e-1,9.98217558e-2,-7.27527386e-3,5.41498917e-3
12090-1902,5.87420741e0,1.17773783e0,1.60952104e1,4.15758828e0,1.27098959e1,4.45106227e0,1.14461234e0,2.34142948e-1
12090-3701,1.33257546e0,6.73131606e-1,3.29452941e0,2.26936763e0,2.11708513e0,2.25664968e0,2.67729185e-1,1.44683401e-1
12090-3702,6.53628654e-2,1.24582769e-1,5.12326154e-2,3.70286478e-1,-1.13076000e-1,2.94883983e-1,1.32670362e-2,3.13660544e-2
12090-3704,1.19765887e1,1.22532078e0,3.33283389e1,4.37524016e0,2.70406103e1,4.76371991e0,2.31959860e0,2.38578687e-1
12090-6101,-6.95546563e-1,-4.29322499e-1,-1.62532049e0,-1.41755271e0,-9.09721570e-1,-1.36105993e0,-1.41138674e-1,-9.52364623e-2
12090-6102,2.31038689e-1,1.37926188e-1,5.71442280e-1,4.76315557e-1,3.64169783e-1,4.92264013e-1,4.67487234e-2,2.85162199e-2
12090-9101,-4.47986768e-1,-3.22938698e-1,-9.68913307e-1,-1.01002575e0,-4.47156553e-1,-8.88349588e-1,-8.92767267e-2,-7.66728101e-2
12090-9102,1.54646984e-2,4.55123987e-2,1.18144509e-2,1.53641362e-1,-3.29448671e-2,1.53093637e-1,3.77707084e-3,9.76257399e-3
12092-12701,-3.77980379e-1,-2.19147569e-1,-8.95210855e-1,-7.13480412e-1,-5.28008667e-1,-6.74385115e-1,-7.53210822e-2,-4.93168620e-2
12092-12703,-6.37410428e-1,-3.91670286e-1,-1.51796179e0,-1.32360384e0,-8.81514931e-1,-1.31813998e0,-1.30131262e-1,-8.40008235e-2
12092-3701,-7.36655689e-1,-4.69280954e-1,-1.70760894e0,-1.54321978e0,-9.38130471e-1,-1.47357480e0,-1.49277326e-1,-1.04623852e-1
12092-3703,1.63546384e0,3.53962486e-1,4.51244220e0,1.27181225e0,3.60234903e0,1.39788619e0,3.18293617e-1,6.80961323e-2
12092-3704,-1.81059126e-1,-5.43729687e-2,-4.83564394e-1,-1.89798409e-1,-3.64033874e-1,-1.99308909e-1,-3.56613854e-2,-1.10477322e-2
12092-6101,-4.45282102e-2,-3.83010978e-2,-9.17907520e-2,-1.25841774e-1,-3.11180070e-2,-1.19184559e-1,-9.40439942e-3,-8.58158232e-3
12092-6102,-6.06735454e-1,-5.32408373e-1,-1.19890746e0,-1.63599112e0,-3.83748404e-1,-1.39495243e0,-1.20752277e-1,-1.28946229e-1
12092-6104,-1.84073676e-1,-1.13123899e-1,-4.34697385e-1,-3.80600489e-1,-2.46725991e-1,-3.76149129e-1,-3.76563216e-2,-2.44325246e-2
12092-9101,-7.28185326e-1,-4.42682911e-1,-1.72998088e0,-1.48404696e0,-1.00465822e0,-1.46062810e0,-1.48036387e-1,-9.60391655e-2
12092-9102,-3.61067265e-1,-3.56650744e-1,-6.59693145e-1,-1.05233289e0,-1.44303394e-1,-8.41804989e-1,-6.85350824e-2,-8.95485392e-2
12093-12701,-3.18418850e-1,-2.46626697e-1,-6.86400950e-1,-8.04436511e-1,-2.93961533e-1,-7.53143237e-1,-6.59479231e-2,-5.58392419e-2
12093-12703,-7.92489097e-1,-4.35971618e-1,-1.93486630e0,-1.47547045e0,-1.20202039e0,-1.47497048e0,-1.60263330e-1,-9.32032988e-2
12093-12704,7.16457594e-1,1.24420779e-1,2.03235623e0,4.87802830e-1,1.68488964e0,5.96869633e-1,1.39488843e-1,1.99502617e-2
12093-12705,3.40793208e-2,1.14231180e-1,-2.11143508e-2,2.75343670e-1,-1.19853110e-1,1.63793325e-1,-1.85523512e-3,3.04280361e-2
12093-3701,3.76870100e-1,-4.36249901e-4,1.07512489e0,2.61601734e-3,9.10250103e-1,1.00428267e-2,7.21281209e-2,-5.27369895e-4
12093-6101,6.62026423e-2,-1.32376651e-1,3.29334129e-1,-4.00445348e-1,4.46411126e-1,-3.29384706e-1,1.13443696e-2,-3.27151911e-2
12093-6104,-1.17311826e-1,-5.10928020e-2,-3.21871897e-1,-1.97480764e-1,-2.45256977e-1,-2.36092144e-1,-2.38343403e-2,-8.53213193e-3
12093-9102,-2.96769367e-1,-1.15464082e-1,-7.68993365e-1,-3.97190812e-1,-5.45719155e-1,-4.07754644e-1,-5.89954916e-2,-2.40377893e-2
12094-12701,-5.96326977e-1,-5.80611608e-1,-1.08680432e0,-1.68074569e0,-2.50677205e-1,-1.30121033e0,-1.10530499e-1,-1.48146356e-1
12094-12702,1.01842246e-1,1.80484822e-1,1.04778162e-1,5.42110555e-1,-1.27512846e-1,4.47979573e-1,1.99835258e-2,4.43743159e-2
12094-12705,-1.08479707e-1,-6.55232595e-2,-2.45313206e-1,-1.70502003e-1,-1.52425631e-1,-1.16446352e-1,-1.73585259e-2,-1.73376224e-2
12094-1901,-7.15879403e-1,-3.45839812e-1,-1.79680725e0,-1.18058526e0,-1.19010501e0,-1.19712151e0,-1.43747340e-1,-7.29101611e-2
12094-1902,-5.29899525e-1,-3.86535569e-1,-1.17332958e0,-1.26762523e0,-5.53966696e-1,-1.20111219e0,-1.08997272e-1,-8.66671673e-2
12094-3701,-3.52893683e-1,-2.91047213e-1,-7.17342579e-1,-9.12000220e-1,-2.51113865e-1,-7.99074501e-1,-7.18404953e-2,-6.92139359e-2
12094-3702,-3.94851158e-1,-2.14069319e-1,-9.79123518e-1,-7.38856981e-1,-6.25511639e-1,-7.61425196e-1,-8.00852121e-2,-4.43547872e-2
12094-3703,1.77530240e0,8.35149255e-1,4.41605056e0,2.79750850e0,2.88695601e0,2.75275035e0,3.55254444e-1,1.81302382e-1
12094-3704,3.73859132e-1,6.01573997e-2,1.05809750e0,2.32192446e-1,8.76937948e-1,2.80005247e-1,7.25118999e-2,9.96671235e-3
12094-6101,-5.55059874e-1,-4.28695473e-1,-1.19697953e0,-1.37948187e0,-5.27671002e-1,-1.27043628e0,-1.12984259e-1,-9.84147843e-2
12094-6102,5.35274570e-1,3.78108022e-1,1.23621559e0,1.27172684e0,6.59674057e-1,1.25822366e0,1.09888801e-1,8.16257605e-2
12094-6104,-6.25227546e-1,-4.70361183e-1,-1.37340766e0,-1.53611682e0,-6.35522115e-1,-1.44787762e0,-1.28191138e-1,-1.05967744e-1
12094-9101,-2.45336850e-1,-2.69727644e-2,-7.53706142e-1,-3.49749573e-1,-5.44145354e-1,-6.28266273e-1,-7.06577010e-2,1.24729816e-2
12483-12701,2.77020654e-1,2.76955443e-1,5.70094991e-1,9.35302126e-1,1.83601893e-1,9.28518740e-1,5.93214846e-2,5.95285634e-2
12483-12702,-3.66537005e-1,-1.94076209e-1,-9.00189552e-1,-6.55244848e-1,-5.68651461e-1,-6.52843129e-1,-7.38629441e-2,-4.16320907e-2
12483-12703,-1.63474467e-1,1.26806415e-2,-4.96767966e-1,3.62760852e-2,-4.64650366e-1,1.88925011e-2,-2.98490025e-2,3.67905619e-3
12483-12704,-5.38515672e-1,-3.58127793e-1,-1.21465835e0,-1.15841846e0,-6.20560480e-1,-1.07510048e0,-1.09132182e-1,-8.17058788e-2
12483-1901,-5.66542282e-1,-2.09126932e-1,-1.48212870e0,-7.25629469e-1,-1.07051397e0,-7.55084390e-1,-1.12448253e-1,-4.29084281e-2
12483-1902,1.07404367e-2,7.34034225e-2,-2.84117977e-2,2.46056883e-1,-1.03580711e-1,2.41372933e-1,3.67183902e-3,1.59552370e-2
12483-3701,3.52613567e-1,1.25477395e-1,9.39164123e-1,4.43446169e-1,7.01225501e-1,4.74932022e-1,6.96859344e-2,2.49173198e-2
12483-3703,-2.45708217e-1,1.25936256e-1,-9.38341791e-1,2.65073991e-1,-1.03879214e0,2.40632550e-2,-4.89951116e-2,4.19940008e-2
12483-3704,2.31438021e0,7.62538403e-1,6.14939816e0,2.65498221e0,4.58881399e0,2.78322837e0,4.55894425e-1,1.55323588e-1
12483-6102,5.93275465e-1,6.01486782e-1,1.09688447e0,1.84809110e0,2.23574230e-1,1.57903343e0,1.18279767e-1,1.45482726e-1
12483-9101,-9.09921985e-1,-3.97423802e-1,-2.33953959e0,-1.37862477e0,-1.62725937e0,-1.43345089e0,-1.81948106e-1,-8.15979702e-2
12483-9102,-3.33761053e-1,-2.42554788e-2,-9.35722937e-1,-8.75459827e-2,-7.69214047e-1,-9.69334669e-2,-6.44114857e-2,-4.62341645e-3
12484-12701,-3.82093218e-1,-2.30078244e-1,-9.15226050e-1,-7.75329291e-1,-5.42336105e-1,-7.69916181e-1,-7.75877534e-2,-4.95064395e-2
12484-12703,-5.54161814e-1,-3.81018899e-1,-1.27939130e0,-1.27697537e0,-6.82762735e-1,-1.25544048e0,-1.13716156e-1,-8.27274017e-2
12484-12704,-4.38777511e-1,-3.01550240e-1,-9.70800930e-1,-9.42047163e-1,-4.87058687e-1,-8.32765617e-1,-8.63613893e-2,-7.13707753e-2
12484-12705,-9.05684250e-2,-8.07292071e-2,-2.07257742e-1,-2.80728921e-1,-1.04102547e-1,-2.92791500e-1,-1.89711490e-2,-1.65130021e-2
12484-1901,-3.31271207e-1,-8.39400943e-2,-9.01122005e-1,-2.98257731e-1,-7.00964244e-1,-3.22187753e-1,-6.48652907e-2,-1.64999506e-2
12484-3701,1.41957244e0,7.21786710e-1,3.56887563e0,2.48708856e0,2.36441232e0,2.55913463e0,2.85721739e-1,1.49870955e-1
12484-3702,-2.58225606e-1,-1.85035656e-1,-6.13167012e-1,-6.38376503e-1,-3.48980526e-1,-6.57643230e-1,-5.31620377e-2,-3.83588270e-2
12484-3703,7.84965263e-1,4.72673877e-1,1.89729500e0,1.60966200e0,1.14433421e0,1.62496193e0,1.59677928e-1,1.00071114e-1
12484-3704,2.82229171e-1,1.25643198e-1,7.40358694e-1,4.71337280e-1,5.14741354e-1,5.33426827e-1,5.88863018e-2,2.28858213e-2
12484-6103,-5.17366962e-1,-4.54409943e-1,-1.02693112e0,-1.40238483e0,-3.34423837e-1,-1.20514343e0,-1.03209602e-1,-1.09524040e-1
12484-6104,-2.96130041e-2,-7.68132298e-2,-3.26678684e-2,-2.63942669e-1,4.37338014e-2,-2.69984167e-1,-7.23884968e-3,-1.60377269e-2
12484-9102,-3.30714920e-1,-2.77617413e-1,-6.57736648e-1,-8.56315059e-1,-2.11450881e-1,-7.29627693e-1,-6.67837926e-2,-6.72302035e-2
12485-12701,-1.51394849e-1,-1.04762707e-1,-3.72087210e-1,-3.66490766e-1,-2.31497336e-1,-3.86135215e-1,-3.08914191e-2,-2.11962208e-2
12485-12704,-1.48039440e-1,-1.10813628e-1,-3.08462288e-1,-3.09114930e-1,-1.46852108e-1,-2.29150553e-1,-2.58633582e-2,-2.87456800e-2
12485-12705,-1.99699956e-1,-1.13990008e-1,-4.77781787e-1,-3.84715035e-1,-2.82281503e-1,-3.76586425e-1,-4.12196881e-2,-2.49944236e-2
12485-3701,7.34526973e0,9.25773517e-1,2.03840265e1,3.29536271e0,1.64609634e1,3.57163359e0,1.42411365e0,1.81298516e-1
12485-3702,-1.78876663e-1,-2.75703458e-1,-2.50896695e-1,-8.80802831e-1,1.14583054e-1,-7.98639396e-1,-3.89165142e-2,-6.39938631e-2
12485-3704,2.98675930e-1,9.50883601e-2,8.22649072e-1,3.55539612e-1,6.46153163e-1,4.10480858e-1,5.90395004e-2,1.69705920e-2
12485-6102,-5.90008985e-2,-1.37349543e-3,-1.65317551e-1,-4.01651385e-3,-1.36248389e-1,-2.97177756e-3,-1.13462135e-2,-3.57727947e-4
12485-6103,9.77497398e0,7.34481357e-1,2.73859895e1,2.66111872e0,2.24787772e1,2.96123871e0,1.88773396e0,1.39015411e-1
12485-9101,2.96816687e-1,3.49002737e-1,5.70600862e-1,1.18039044e0,1.06797205e-1,1.17450079e0,6.48341301e-2,7.48464843e-2
12487-12701,-1.77428692e-1,-1.15678668e-1,-4.08901248e-1,-3.53929770e-1,-2.37643903e-1,-3.15318337e-1,-3.27035110e-2,-2.70451010e-2
12487-12704,-1.25092869e-1,-7.28879527e-2,-2.62948148e-1,-1.97781079e-1,-1.21569693e-1,-1.26108908e-1,-2.36567573e-2,-2.00982352e-2
12487-12705,-6.04877168e-1,-2.72107720e-1,-1.57064597e0,-9.55097205e-1,-1.11304050e0,-1.01179719e0,-1.20762920e-1,-5.47200352e-2
12487-1901,9.29594168e-1,2.95557082e-1,2.50616503e0,1.05187025e0,1.91501317e0,1.13890565e0,1.82878111e-1,5.79272876e-2
12487-1902,-2.44703727e-1,-1.01385882e-1,-6.27930204e-1,-3.49676331e-1,-4.35218357e-1,-3.60094829e-1,-4.89373313e-2,-2.10275346e-2
12487-3701,-5.26115421e-1,-2.00035335e-1,-1.39090896e0,-7.05877301e-1,-1.02278392e0,-7.54092409e-1,-1.04327423e-1,-3.98373989e-2
12487-3702,-6.51673339e-3,-1.86048456e-2,3.00722820e-2,-2.82206794e-2,7.56770381e-2,2.57243060e-2,-9.61062436e-4,-7.32433620e-3
12487-3703,-3.44995740e-2,1.20927802e-1,-2.34438057e-1,3.73668645e-1,-3.70340806e-1,3.14488639e-1,-4.01607877e-3,2.94327050e-2
12487-6101,7.59014770e-2,-3.22329573e-2,2.53300816e-1,-1.03425364e-1,2.64224604e-1,-9.29410727e-2,1.34908275e-2,-7.49841552e-3
12487-6102,-5.54032561e-1,-1.75853556e-1,-1.49382146e0,-6.29845594e-1,-1.13894799e0,-6.87521371e-1,-1.09265336e-1,-3.40901460e-2
12487-6103,-2.65045003e-1,-1.66066606e-1,-6.41687310e-1,-5.68553228e-1,-3.88148416e-1,-5.79682456e-1,-5.38981562e-2,-3.48171973e-2
12487-9101,-9.24191137e-2,-1.55852748e-1,-6.84662718e-2,-4.43543252e-1,1.65310570e-1,-3.14270359e-1,-1.88962340e-2,-4.14153001e-2
12487-9102,2.64597346e0,6.76435480e-1,7.06761747e0,2.33101487e0,5.32971424e0,2.40039329e0,5.20151805e-1,1.40382932e-1
12488-12701,2.60667914e-2,1.96012078e-1,-9.89522211e-2,4.09974132e-1,-2.34217257e-1,1.95678395e-1,-2.10796738e-2,4.50151913e-2
12488-12702,-4.50425708e-1,-4.42621562e-1,-8.06995789e-1,-1.29216665e0,-1.57281178e-1,-9.99914639e-1,-8.62316604e-2,-1.13724537e-1
12488-12704,5.20529933e-2,1.98194849e-1,-7.38581479e-2,4.63365401e-1,-2.51569590e-1,2.42543442e-1,-4.29621394e-3,5.49858344e-2
12488-1902,-8.18510947e-1,-3.45653815e-1,-2.11741503e0,-1.20252445e0,-1.49155981e0,-1.25615394e0,-1.63366860e-1,-7.06118331e-2
12488-3701,-9.03479651e-2,-4.56489516e-2,-2.10537519e-1,-1.45871102e-1,-1.17455593e-1,-1.31381055e-1,-1.83108722e-2,-1.06322555e-2
12488-3703,-3.16994795e-1,-1.73912197e-1,-7.81703550e-1,-5.98011306e-1,-4.93251407e-1,-6.12565285e-1,-6.43539268e-2,-3.62626049e-2
12488-6101,-8.39355590e-2,-1.56222122e-2,-2.35989457e-1,-6.02971052e-2,-1.92626828e-1,-7.28741310e-2,-1.63663535e-2,-2.56984552e-3
12488-6102,-5.50705810e-1,-4.16195208e-1,-1.18817775e0,-1.34067053e0,-5.20963827e-1,-1.23113610e0,-1.12862671e-1,-9.57349204e-2
12488-6104,-3.96100751e-1,-3.26391270e-1,-8.03434230e-1,-9.79579142e-1,-3.10372479e-1,-8.08811769e-1,-7.60655525e-2,-8.06150757e-2
12488-9101,-1.17048507e-1,-1.43015490e-1,-1.63448100e-1,-3.77379897e-1,3.13385819e-2,-2.38535270e-1,-1.90978858e-2,-3.93705469e-2
12488-9102,-8.21631997e-2,-8.83316877e-2,-1.48312951e-1,-2.78742317e-1,-1.87271831e-2,-2.47516454e-1,-1.70865131e-2,-2.08149906e-2
12489-12701,-7.62483731e-1,-4.85128177e-1,-1.78862649e0,-1.62099905e0,-1.00438274e0,-1.58725930e0,-1.55349102e-1,-1.05750700e-1
12489-12703,-4.22433719e-2,-3.37115409e-2,-7.33253680e-2,-8.49900311e-2,-1.39802136e-2,-4.29509045e-2,-7.61473266e-3,-9.86523545e-3
12489-12705,-8.41366029e-1,-4.77834037e-1,-2.03706579e0,-1.61468090e0,-1.23853655e0,-1.60949440e0,-1.70629754e-1,-1.02421805e-1
12489-1901,7.91677357e-1,3.62028279e-1,2.03736817e0,1.26538602e0,1.41615397e0,1.33119068e0,1.58603454e-1,7.33672229e-2
12489-1902,1.95609649e-1,1.88743870e-1,3.87486041e-1,6.09721956e-1,1.11345762e-1,5.64259682e-1,4.06963328e-2,4.31487045e-2
12489-3702,-7.26793132e-1,-3.27499758e-1,-1.85561855e0,-1.13088912e0,-1.27245266e0,-1.16741320e0,-1.45556281e-1,-6.77652321e-2
12489-3704,1.04670392e0,1.17158772e-1,2.93328401e0,4.21204117e-1,2.41158656e0,4.64865256e-1,2.01824711e-1,2.24605902e-2
12489-6102,-6.52368262e-2,-6.29740344e-2,-1.24425006e-1,-1.99550212e-1,-2.80354843e-2,-1.78050345e-1,-1.35641716e-2,-1.47844136e-2
12489-6104,-1.57068985e-1,-9.75115957e-2,-3.89177816e-1,-3.40932639e-1,-2.46964991e-1,-3.58777599e-1,-3.19733437e-2,-1.97525001e-2
12489-9101,-4.03866546e-1,-2.64513802e-1,-9.28158016e-1,-8.73772006e-1,-4.93298250e-1,-8.38711068e-1,-8.24716843e-2,-5.86732597e-2
12489-9102,3.81592571e-2,-2.10921168e-1,2.07981220e-1,-7.41946934e-1,3.15752282e-1,-7.88581341e-1,4.01655970e-3,-4.22523566e-2
12490-12701,-3.05228926e-1,-2.94357980e-1,-6.10106231e-1,-9.64212629e-1,-1.77164877e-1,-9.11283890e-1,-6.43399583e-2,-6.61254286e-2
12490-12703,-1.74165710e-1,1.67564311e-2,-5.65763168e-1,-5.51456889e-2,-5.10204771e-1,-1.89591477e-1,-4.07566538e-2,1.19636528e-2
12490-12705,-3.77765419e-1,-1.19700390e-1,-1.02196500e0,-4.26809662e-1,-7.86203486e-1,-4.63572350e-1,-7.41947700e-2,-2.33734279e-2
12490-1902,2.08912310e0,6.41972317e-1,5.59507477e0,2.26432299e0,4.22505518e0,2.41754318e0,4.11756632e-1,1.27948399e-1
12490-3702,-5.73086323e-1,-4.86004768e-1,-1.16747412e0,-1.50194085e0,-4.35048677e-1,-1.30273238e0,-1.13016342e-1,-1.16414942e-1
12490-3703,-6.32412448e-1,-4.24303165e-1,-1.44728603e0,-1.39970262e0,-7.61468143e-1,-1.34150937e0,-1.29032047e-1,-9.42598624e-2
12490-3704,-2.96893441e-2,-2.18644782e-2,-3.12165308e-2,-3.34693620e-2,2.63865023e-2,2.79064243e-2,-5.05911175e-3,-8.50864117e-3
12490-6103,-1.07299816e-1,9.32569220e-2,-4.49180671e-1,2.37620527e-1,-5.38182906e-1,1.18650912e-1,-2.04574388e-2,2.73331759e-2
12490-9101,-2.21285891e-1,-1.06673394e-1,-5.23842935e-1,-3.36444243e-1,-3.09585262e-1,-2.97302138e-1,-4.41836229e-2,-2.52113713e-2
12490-9102,-8.61688610e-2,1.50320852e-2,-2.81058837e-1,2.74070317e-2,-2.75865244e-1,-9.07472137e-3,-1.65665120e-2,5.46834592e-3
12491-12701,-5.14759463e-1,-2.89594131e-1,-1.24504763e0,-9.84113226e-1,-7.49514315e-1,-9.84504009e-1,-1.05259966e-1,-6.17885579e-2
12491-12702,-5.14884612e-1,-4.48970832e-1,-1.01031243e0,-1.34370144e0,-3.33457215e-1,-1.10008202e0,-9.93270021e-2,-1.11380815e-1
12491-12704,-1.91814518e-1,-1.67807597e-1,-3.66648946e-1,-4.51739278e-1,-1.33959463e-1,-3.12045045e-1,-3.17432327e-2,-4.45691614e-2
12491-12705,-5.50478167e-1,-3.08575031e-1,-1.38550283e0,-1.07672959e0,-9.15732846e-1,-1.12987976e0,-1.11194138e-1,-6.27155674e-2
12491-1902,2.50390527e-1,1.92379232e-2,7.01116731e-1,6.93357917e-2,5.75085577e-1,7.65977659e-2,4.83527950e-2,3.67768569e-3
12491-3701,1.07228771e0,1.13456989e0,1.94851609e0,3.61315290e0,2.42875030e-1,3.24660020e0,2.26424796e-1,2.64926131e-1
12491-3703,1.56365066e-1,9.45091395e-2,3.73865388e-1,3.16434020e-1,2.21732716e-1,3.11041202e-1,3.16475131e-2,2.05348327e-2
12491-3704,4.42690432e-1,4.15804170e-1,8.25817424e-1,1.28219558e0,1.66127218e-1,1.08747512e0,9.07348079e-2,1.00930464e-1
12491-6101,8.78218482e-1,2.96304544e-1,2.33538186e0,1.04201770e0,1.73955387e0,1.10741108e0,1.73552494e-1,5.93734910e-2
12491-6103,-1.53938761e-1,1.68306725e-1,-6.53560953e-1,4.97062199e-1,-8.17550147e-1,3.78107068e-1,-2.60885632e-2,4.32155173e-2
12491-6104,1.28840146e0,6.33544323e-1,3.27739959e0,2.20266121e0,2.22343847e0,2.29820087e0,2.58907879e-1,1.29580694e-1
12491-9101,-7.40374332e-1,-4.45529444e-1,-1.75981724e0,-1.49336367e0,-1.02267442e0,-1.46883942e0,-1.50579769e-1,-9.67025408e-2
12491-9102,-5.17907318e-2,-7.66930388e-2,-3.61324484e-2,-1.57254614e-1,6.04136782e-2,-2.79575942e-2,-4.91199434e-3,-2.46279896e-2
12495-12704,-1.05017872e-3,1.93830239e-1,-2.29357603e-1,3.97843757e-1,-3.61462870e-1,1.32411456e-1,-2.02670439e-2,5.63508428e-2
12495-1901,3.94191571e-1,9.44832039e-2,1.07997050e0,3.37930349e-1,8.51066090e-1,3.68801930e-1,7.69649444e-2,1.83403192e-2
12495-3701,-6.18052436e-1,-2.62149565e-1,-1.59539702e0,-9.10494667e-1,-1.11897357e0,-9.48559964e-1,-1.23426209e-1,-5.37093549e-2
12495-3702,-1.55037685e-1,-1.77924759e-1,-2.50645499e-1,-5.05313465e-1,-9.18692784e-3,-3.76279171e-1,-2.79064792e-2,-4.62561398e-2
12495-6101,7.85732282e-1,4.28430936e-1,1.93212134e0,1.45890053e0,1.21858628e0,1.47278445e0,1.58862693e-1,9.07090176e-2
12495-6102,-7.73094003e-1,-3.54565702e-1,-1.97465385e0,-1.22829337e0,-1.35374678e0,-1.27428831e0,-1.54958710e-1,-7.29715530e-2
12495-6103,-4.80618819e-1,-3.41344509e-1,-1.05704453e0,-1.09527156e0,-5.00234663e-1,-1.00240773e0,-9.75269738e-2,-7.87179687e-2
12495-9101,2.09205615e-1,1.38520006e-1,5.04165530e-1,4.78064925e-1,2.99128935e-1,4.92731754e-1,4.28538446e-2,2.87004444e-2
12495-9102,-4.24593549e-1,-2.78891668e-1,-9.58593467e-1,-8.97887661e-1,-4.93572864e-1,-8.27101751e-1,-8.57578779e-2,-6.40082333e-2
12506-12701,1.75892860e0,5.69798877e-1,4.63353240e0,1.96699476e0,3.39920091e0,2.03131569e0,3.47698931e-1,1.17896243e-1
12506-12703,1.18207943e-1,1.12777490e-1,2.38074089e-1,3.57551454e-1,8.13878077e-2,3.25873176e-1,2.35220906e-2,2.60935468e-2
12506-1901,4.66122726e0,1.11619132e0,1.27433912e1,3.98236684e0,1.00044016e1,4.32957087e0,9.10839643e-1,2.17697605e-1
12506-1902,4.77628115e0,1.21153549e0,1.29744083e1,4.29106930e0,1.00708302e1,4.61272617e0,9.35381927e-1,2.39569930e-1
12506-3701,7.17199087e-1,3.96712362e-1,1.65741355e0,1.27531614e0,9.04814737e-1,1.16470405e0,1.45371188e-1,9.15265228e-2
12506-3702,6.87005100e0,1.62120260e0,1.87183621e1,5.74355242e0,1.46137014e1,6.17730530e0,1.34345689e0,3.20397485e-1
12506-3703,3.19912377e-1,7.65205166e-1,7.61381410e-2,2.37014244e0,-9.83017320e-1,2.01058646e0,7.61089288e-2,1.85467515e-1
12506-3704,2.41013120e0,1.21892484e0,6.05626149e0,4.19505815e0,4.01072313e0,4.31061102e0,4.84796062e-1,2.53508658e-1
12506-6102,-4.33163376e-1,-1.61322413e-1,-1.13023317e0,-5.59022233e-1,-8.11959063e-1,-5.80453223e-1,-8.60583758e-2,-3.31764112e-2
12506-6103,-6.29295921e-1,-4.48479958e-1,-1.38222500e0,-1.43273487e0,-6.55897070e-1,-1.30360070e0,-1.27114948e-1,-1.03907337e-1
12506-6104,3.15989124e0,6.55758258e-1,8.57767271e0,2.28392717e0,6.66343507e0,2.39295497e0,6.17684172e-1,1.33598265e-1
12506-9101,8.43617434e0,1.65355646e0,2.28580294e1,5.58144217e0,1.77998561e1,5.59999378e0,1.63888154e0,3.53168821e-1
12506-9102,6.14967487e0,1.53065083e0,1.65399717e1,5.29452500e0,1.26465678e1,5.49335273e0,1.20464472e0,3.15320677e-1
12510-12701,-5.70773362e-1,-4.17338346e-1,-1.24535684e0,-1.33890304e0,-5.73665248e-1,-1.22584079e0,-1.15894492e-1,-9.62241022e-2
12510-12702,2.31253112e-1,2.65842214e-1,3.90569976e-1,8.17924597e-1,8.39286601e-3,6.96547143e-1,4.70442374e-2,6.44205873e-2
12510-12703,-5.30255126e-1,-3.28405361e-1,-1.23728601e0,-1.07786088e0,-6.94580758e-1,-1.02714809e0,-1.07025763e-1,-7.33609634e-2
12510-12704,-9.84526307e-2,2.04993735e-2,-3.32581874e-1,2.07007381e-3,-3.13704952e-1,-8.28920354e-2,-2.26602644e-2,9.74760015e-3
12510-1901,1.74787573e1,6.20803528e0,4.60201405e1,2.16858846e1,3.36217911e1,2.28003397e1,3.46596139e0,1.25914531e0
12510-1902,-3.16831293e-1,-2.05809752e-1,-7.26947910e-1,-6.71894610e-1,-3.89645355e-1,-6.34078544e-1,-6.41200286e-2,-4.63408174e-2
12510-3702,-7.39924168e-1,-4.33093743e-1,-1.76879597e0,-1.45093710e0,-1.04482066e0,-1.42643487e0,-1.50126763e-1,-9.40555179e-2
12510-3704,-6.38949004e-1,-2.40335353e-1,-1.67433792e0,-8.38844864e-1,-1.21148785e0,-8.80811219e-1,-1.26929857e-1,-4.88169925e-2
12510-6102,7.86305044e-2,9.50530729e-2,1.43834012e-1,3.13635217e-1,1.64599689e-2,3.00411533e-1,1.69219122e-2,2.11194852e-2
12510-6104,-1.87683806e-1,-3.46959235e-2,-5.12608440e-1,-1.21152299e-1,-4.02674996e-1,-1.27419490e-1,-3.66017618e-2,-7.03812914e-3
12510-9101,-8.82793782e-2,-1.50670800e-1,-8.29311631e-2,-4.55936374e-1,1.34313864e-1,-3.71598976e-1,-1.90471370e-2,-3.74160722e-2
12510-9102,2.25823316e-1,9.87242339e-2,5.79969228e-1,3.42617542e-1,4.02072895e-1,3.56015984e-1,4.52323123e-2,2.02772473e-2
12511-12701,3.97110944e-2,1.19525070e-1,-1.85653662e-3,3.12475815e-1,-1.12662578e-1,2.21284167e-1,9.88921413e-4,2.99192293e-2
12511-12702,-9.71888365e-2,-1.05135133e-1,-2.04370481e-1,-3.58956506e-1,-7.40770035e-2,-3.63674562e-1,-2.06676680e-2,-2.21738742e-2
